caregiver_id,week,stressLevel,sleepQualityHoursPerWeek,workloadHoursPerWeek,careQuality
45,1,2.0205,54.88,150.22508400173314,0.5
46,1,1.721025,54.88,97.86689284237842,0.5
47,1,1.721025,30.8,60.8,0.5
48,1,1.476,54.88,77.9089381525822,0.5
49,1,1.721025,30.8,60.8,0.5
50,1,1.721025,54.88,109.28485222482686,0.5
51,1,1.09485,44.8,20.0,0.5
52,1,1.285425,54.88,57.8826343841163,0.5
53,1,1.1493,54.88,35.026689709422115,0.5
54,1,1.09485,42.0,20.0,0.5
55,1,1.476,54.88,63.89914992369668,0.5
56,1,1.53045,33.6,53.40968731190788,0.5
57,1,2.0205,54.88,137.95629070557865,0.5
58,1,1.1493,54.88,30.75260124944131,0.5
59,1,2.0205,54.88,144.53393287906817,0.5
60,1,1.285425,30.8,0.0,0.5
61,1,1.285425,33.6,0.0,0.5
62,1,1.09485,42.0,20.0,0.5
63,1,1.285425,54.88,51.56776639212659,0.5
64,1,1.476,54.88,63.89914992369668,0.5
65,1,2.0205,54.88,123.10175374059558,0.5
66,1,1.53045,33.6,53.40968731190788,0.5
67,1,1.09485,42.0,20.0,0.5
68,1,2.0205,54.88,128.82437296332398,0.5
69,1,1.285425,54.88,43.489391232782495,0.5
70,1,1.09485,42.0,20.0,0.5
71,1,1.09485,44.8,20.0,0.5
72,1,1.53045,33.6,54.25360590356835,0.5
73,1,1.53045,33.6,51.64570498521573,0.5
74,1,1.09485,44.8,20.0,0.5
75,1,1.0404,54.88,0.04419083357718101,0.5
76,1,2.0205,54.88,150.22508400173314,0.5
77,1,1.0404,54.88,4.16861164749381,0.5
78,1,1.721025,54.88,94.08631840378561,0.5
79,1,2.0205,54.88,167.33846306776817,0.5
80,1,1.0404,54.88,0.12729016933296755,0.5
81,1,1.285425,54.88,58.097278612864585,0.5
82,1,1.476,54.88,75.4768912214808,0.5
83,1,1.176525,39.2,20.0,0.5
84,1,1.285425,54.88,58.097278612864585,0.5
85,1,1.285425,33.6,0.0,0.5
86,1,1.394325,36.400000000000006,46.76560525257506,0.5
87,1,1.09485,42.0,20.0,0.5
88,1,1.476,54.88,83.5309118956945,0.5
89,1,1.0404,54.88,4.7755287530792305,0.5
90,1,1.176525,39.2,20.0,0.5
91,1,1.0404,54.88,4.7755287530792305,0.5
92,1,2.0205,54.88,137.95629070557865,0.5
93,1,1.09485,42.0,20.0,0.5
94,1,1.476,54.88,70.97999453039425,0.5
95,1,1.476,54.88,75.4768912214808,0.5
96,1,1.53045,33.6,54.25360590356835,0.5
97,1,2.0205,54.88,144.53393287906817,0.5
98,1,1.0404,54.88,4.16861164749381,0.5
99,1,1.09485,44.8,20.0,0.5
100,1,1.285425,54.88,43.489391232782495,0.5
1,2,1.285425,54.88,51.56776639212659,0.5
2,2,1.721025,54.88,101.43285807823051,0.5
3,2,2.0205,54.88,123.10175374059558,0.5
4,2,1.0404,54.88,4.16861164749381,0.5
5,2,1.176525,39.2,20.0,0.5
6,2,1.176525,39.2,20.0,0.5
7,2,1.09485,44.8,20.0,0.5
8,2,1.285425,54.88,57.8826343841163,0.5
9,2,1.176525,39.2,20.0,0.5
10,2,2.0205,54.88,146.07051984176988,0.5
11,2,2.0205,54.88,128.82437296332398,0.5
12,2,1.476,54.88,70.97999453039425,0.5
13,2,1.721025,54.88,97.86689284237842,0.5
14,2,1.0404,54.88,4.16861164749381,0.5
15,2,1.09485,44.8,20.0,0.5
16,2,1.0404,54.88,9.554168199409602,0.5
17,2,1.285425,33.6,0.0,0.5
18,2,1.176525,39.2,20.0,0.5
19,2,2.0205,54.88,144.53393287906817,0.5
20,2,1.721025,54.88,96.14818715309181,0.5
21,2,1.476,54.88,75.4768912214808,0.5
22,2,1.394325,39.2,44.30027564155847,0.5
23,2,1.285425,54.88,51.56776639212659,0.5
24,2,1.394325,39.2,42.21200275039746,0.5
25,2,1.09485,44.8,20.0,0.5
26,2,1.09485,44.8,20.0,0.5
27,2,1.0404,54.88,4.7755287530792305,0.5
28,2,1.53045,33.6,53.40968731190788,0.5
29,2,1.285425,54.88,45.63702672986277,0.5
30,2,1.09485,42.0,20.0,0.5
31,2,1.721025,54.88,112.10620431578624,0.5
32,2,1.09485,44.8,20.0,0.5
33,2,1.394325,30.8,36.8,0.5
34,2,1.394325,36.400000000000006,46.76560525257506,0.5
35,2,1.53045,33.6,51.3071061267746,0.5
36,2,1.285425,54.88,43.489391232782495,0.5
37,2,1.721025,54.88,96.14818715309181,0.5
38,2,1.1493,54.88,35.19738655094467,0.5
39,2,1.721025,54.88,112.10620431578624,0.5
40,2,2.0205,54.88,146.07051984176988,0.5
41,2,1.394325,30.8,36.8,0.5
42,2,1.53045,30.8,59.17982840077348,0.5
43,2,1.721025,54.88,96.14818715309181,0.5
44,2,1.1493,54.88,35.026689709422115,0.5
45,2,2.0205,54.88,150.22508400173314,0.5
46,2,1.721025,54.88,97.86689284237842,0.5
47,2,1.721025,30.8,60.8,0.5
48,2,1.476,54.88,77.9089381525822,0.5
49,2,1.721025,30.8,60.8,0.5
50,2,1.721025,54.88,109.28485222482686,0.5
51,2,1.09485,44.8,20.0,0.5
52,2,1.285425,54.88,57.8826343841163,0.5
53,2,1.1493,54.88,35.026689709422115,0.5
54,2,1.09485,42.0,20.0,0.5
55,2,1.476,54.88,63.89914992369668,0.5
56,2,1.53045,33.6,53.40968731190788,0.5
57,2,2.0205,54.88,137.95629070557865,0.5
58,2,1.1493,54.88,30.75260124944131,0.5
59,2,2.0205,54.88,144.53393287906817,0.5
60,2,1.285425,30.8,0.0,0.5
61,2,1.285425,33.6,0.0,0.5
62,2,1.09485,42.0,20.0,0.5
63,2,1.285425,54.88,51.56776639212659,0.5
64,2,1.476,54.88,63.89914992369668,0.5
65,2,2.0205,54.88,123.10175374059558,0.5
66,2,1.53045,33.6,53.40968731190788,0.5
67,2,1.09485,42.0,20.0,0.5
68,2,2.0205,54.88,128.82437296332398,0.5
69,2,1.285425,54.88,43.489391232782495,0.5
70,2,1.09485,42.0,20.0,0.5
71,2,1.09485,44.8,20.0,0.5
72,2,1.53045,33.6,54.25360590356835,0.5
73,2,1.53045,33.6,51.64570498521573,0.5
74,2,1.09485,44.8,20.0,0.5
75,2,1.0404,54.88,0.04419083357718101,0.5
76,2,2.0205,54.88,150.22508400173314,0.5
77,2,1.0404,54.88,4.16861164749381,0.5
78,2,1.721025,54.88,94.08631840378561,0.5
79,2,2.0205,54.88,167.33846306776817,0.5
80,2,1.0404,54.88,0.12729016933296755,0.5
81,2,1.285425,54.88,58.097278612864585,0.5
82,2,1.476,54.88,75.4768912214808,0.5
83,2,1.176525,39.2,20.0,0.5
84,2,1.285425,54.88,58.097278612864585,0.5
85,2,1.285425,33.6,0.0,0.5
86,2,1.394325,36.400000000000006,46.76560525257506,0.5
87,2,1.09485,42.0,20.0,0.5
88,2,1.476,54.88,83.5309118956945,0.5
89,2,1.0404,54.88,4.7755287530792305,0.5
90,2,1.176525,39.2,20.0,0.5
91,2,1.0404,54.88,4.7755287530792305,0.5
92,2,2.0205,54.88,137.95629070557865,0.5
93,2,1.09485,42.0,20.0,0.5
94,2,1.476,54.88,70.97999453039425,0.5
95,2,1.476,54.88,75.4768912214808,0.5
96,2,1.53045,33.6,54.25360590356835,0.5
97,2,2.0205,54.88,144.53393287906817,0.5
98,2,1.0404,54.88,4.16861164749381,0.5
99,2,1.09485,44.8,20.0,0.5
100,2,1.285425,54.88,43.489391232782495,0.5
1,3,1.53045,33.6,55.01868573916653,0.5
2,3,1.394325,36.400000000000006,46.03031645516531,0.5
3,3,1.176525,39.2,20.0,0.5
4,3,1.394325,36.400000000000006,47.65221489777373,0.5
5,3,1.176525,39.2,20.0,0.5
6,3,1.176525,39.2,20.0,0.5
7,3,1.09485,44.8,20.0,0.5
8,3,1.31265,33.6,24.086995703116592,0.5
9,3,1.176525,39.2,20.0,0.5
10,3,1.09485,42.0,20.0,0.5
11,3,1.394325,36.400000000000006,50.377008576535985,0.5
12,3,1.176525,39.2,20.0,0.5
13,3,1.285425,30.8,0.0,0.5
14,3,1.394325,36.400000000000006,47.65221489777373,0.5
15,3,1.09485,44.8,20.0,0.5
16,3,1.0404,54.88,9.554168199409602,0.5
17,3,1.285425,33.6,0.0,0.5
18,3,1.176525,39.2,20.0,0.5
19,3,1.09485,42.0,20.0,0.5
20,3,1.53045,30.8,52.8,0.5
21,3,1.09485,42.0,20.0,0.5
22,3,1.394325,39.2,44.52881764155847,0.5
23,3,1.53045,33.6,55.01868573916653,0.5
24,3,1.394325,39.2,43.12617075039746,0.5
25,3,1.09485,44.8,20.0,0.5
26,3,1.09485,42.0,20.0,0.5
27,3,1.09485,44.8,20.0,0.5
28,3,1.53045,33.6,54.11340331190788,0.5
29,3,1.176525,39.2,20.0,0.5
30,3,1.09485,42.0,20.0,0.5
31,3,1.721025,54.88,112.10620431578624,0.5
32,3,1.09485,44.8,20.0,0.5
33,3,1.394325,30.8,36.8,0.5
34,3,1.394325,36.400000000000006,47.22268925257505,0.5
35,3,1.53045,33.6,51.5416781267746,0.5
36,3,1.285425,30.8,0.0,0.5
37,3,1.53045,30.8,52.8,0.5
38,3,1.1493,54.88,35.19738655094467,0.5
39,3,1.721025,54.88,112.10620431578624,0.5
40,3,1.09485,42.0,20.0,0.5
41,3,1.394325,30.8,36.8,0.5
42,3,1.53045,30.8,59.88354440077348,0.5
43,3,1.53045,30.8,52.8,0.5
44,3,1.09485,44.8,20.0,0.5
45,3,1.09485,42.0,20.0,0.5
46,3,1.285425,30.8,0.0,0.5
47,3,1.721025,30.8,60.8,0.5
48,3,1.53045,33.6,52.61026652246814,0.5
49,3,1.285425,30.8,0.0,0.5
50,3,1.285425,30.8,0.0,0.5
51,3,1.09485,44.8,20.0,0.5
52,3,1.31265,33.6,24.086995703116592,0.5
53,3,1.09485,44.8,20.0,0.5
54,3,1.09485,42.0,20.0,0.5
55,3,1.285425,30.8,0.0,0.5
56,3,1.53045,33.6,54.11340331190788,0.5
57,3,1.285425,30.8,0.0,0.5
58,3,1.285425,30.8,0.0,0.5
59,3,1.09485,42.0,20.0,0.5
60,3,1.285425,30.8,0.0,0.5
61,3,1.285425,33.6,0.0,0.5
62,3,1.09485,42.0,20.0,0.5
63,3,1.53045,33.6,55.01868573916653,0.5
64,3,1.285425,30.8,0.0,0.5
65,3,1.176525,39.2,20.0,0.5
66,3,1.53045,33.6,54.11340331190788,0.5
67,3,1.09485,42.0,20.0,0.5
68,3,1.394325,36.400000000000006,50.377008576535985,0.5
69,3,1.285425,30.8,0.0,0.5
70,3,1.09485,42.0,20.0,0.5
71,3,1.09485,42.0,20.0,0.5
72,3,1.53045,33.6,54.48817790356835,0.5
73,3,1.53045,33.6,51.64570498521573,0.5
74,3,1.09485,44.8,20.0,0.5
75,3,1.09485,42.0,20.0,0.5
76,3,1.09485,42.0,20.0,0.5
77,3,1.394325,36.400000000000006,47.65221489777373,0.5
78,3,1.09485,42.0,20.0,0.5
79,3,1.09485,42.0,20.0,0.5
80,3,1.09485,42.0,20.0,0.5
81,3,1.285425,54.88,58.097278612864585,0.5
82,3,1.09485,42.0,20.0,0.5
83,3,1.176525,39.2,20.0,0.5
84,3,1.285425,54.88,58.097278612864585,0.5
85,3,1.285425,33.6,0.0,0.5
86,3,1.394325,36.400000000000006,47.22268925257505,0.5
87,3,1.09485,42.0,20.0,0.5
88,3,1.53045,33.6,52.79970386974671,0.5
89,3,1.09485,44.8,20.0,0.5
90,3,1.176525,39.2,20.0,0.5
91,3,1.09485,44.8,20.0,0.5
92,3,1.285425,30.8,0.0,0.5
93,3,1.09485,42.0,20.0,0.5
94,3,1.176525,39.2,20.0,0.5
95,3,1.09485,42.0,20.0,0.5
96,3,1.53045,33.6,54.48817790356835,0.5
97,3,1.09485,42.0,20.0,0.5
98,3,1.394325,36.400000000000006,47.65221489777373,0.5
99,3,1.09485,44.8,20.0,0.5
100,3,1.285425,30.8,0.0,0.5
1,4,1.53045,33.6,55.25325773916653,0.5
2,4,1.394325,36.400000000000006,46.03031645516531,0.5
3,4,1.176525,39.2,20.0,0.5
4,4,1.394325,36.400000000000006,47.65221489777373,0.5
5,4,1.176525,39.2,20.0,0.5
6,4,1.176525,39.2,20.0,0.5
7,4,1.09485,44.8,20.0,0.5
8,4,1.31265,33.6,24.086995703116592,0.5
9,4,1.176525,39.2,20.0,0.5
10,4,1.09485,42.0,20.0,0.5
11,4,1.394325,36.400000000000006,50.377008576535985,0.5
12,4,1.176525,39.2,20.0,0.5
13,4,1.285425,30.8,0.0,0.5
14,4,1.394325,36.400000000000006,47.65221489777373,0.5
15,4,1.09485,44.8,20.0,0.5
16,4,1.394325,36.400000000000006,49.68356094695563,0.5
17,4,1.285425,33.6,0.0,0.5
18,4,1.176525,39.2,20.0,0.5
19,4,1.09485,42.0,20.0,0.5
20,4,1.285425,30.8,0.0,0.5
21,4,1.09485,42.0,20.0,0.5
22,4,1.394325,39.2,44.52881764155847,0.5
23,4,1.53045,33.6,55.25325773916653,0.5
24,4,1.394325,39.2,43.12617075039746,0.5
25,4,1.09485,44.8,20.0,0.5
26,4,1.09485,42.0,20.0,0.5
27,4,1.09485,44.8,20.0,0.5
28,4,1.53045,33.6,54.11340331190788,0.5
29,4,1.176525,39.2,20.0,0.5
30,4,1.09485,42.0,20.0,0.5
31,4,1.721025,54.88,112.10620431578624,0.5
32,4,1.09485,44.8,20.0,0.5
33,4,1.394325,30.8,36.8,0.5
34,4,1.394325,36.400000000000006,47.22268925257505,0.5
35,4,1.53045,33.6,51.5416781267746,0.5
36,4,1.285425,30.8,0.0,0.5
37,4,1.285425,30.8,0.0,0.5
38,4,1.1493,54.88,35.19738655094467,0.5
39,4,1.721025,54.88,112.10620431578624,0.5
40,4,1.09485,42.0,20.0,0.5
41,4,1.394325,30.8,36.8,0.5
42,4,1.53045,30.8,59.88354440077348,0.5
43,4,1.285425,30.8,0.0,0.5
44,4,1.09485,44.8,20.0,0.5
45,4,1.09485,42.0,20.0,0.5
46,4,1.285425,30.8,0.0,0.5
47,4,1.721025,30.8,60.8,0.5
48,4,1.53045,33.6,52.61026652246814,0.5
49,4,1.285425,30.8,0.0,0.5
50,4,1.285425,30.8,0.0,0.5
51,4,1.09485,44.8,20.0,0.5
52,4,1.31265,33.6,24.086995703116592,0.5
53,4,1.09485,44.8,20.0,0.5
54,4,1.09485,42.0,20.0,0.5
55,4,1.285425,30.8,0.0,0.5
56,4,1.53045,33.6,54.11340331190788,0.5
57,4,1.285425,30.8,0.0,0.5
58,4,1.285425,30.8,0.0,0.5
59,4,1.09485,42.0,20.0,0.5
60,4,1.285425,30.8,0.0,0.5
61,4,1.285425,33.6,0.0,0.5
62,4,1.09485,42.0,20.0,0.5
63,4,1.53045,33.6,55.25325773916653,0.5
64,4,1.285425,30.8,0.0,0.5
65,4,1.176525,39.2,20.0,0.5
66,4,1.53045,33.6,54.11340331190788,0.5
67,4,1.09485,42.0,20.0,0.5
68,4,1.394325,36.400000000000006,50.377008576535985,0.5
69,4,1.285425,30.8,0.0,0.5
70,4,1.09485,42.0,20.0,0.5
71,4,1.09485,42.0,20.0,0.5
72,4,1.53045,33.6,54.48817790356835,0.5
73,4,1.53045,33.6,51.64570498521573,0.5
74,4,1.09485,44.8,20.0,0.5
75,4,1.09485,42.0,20.0,0.5
76,4,1.09485,42.0,20.0,0.5
77,4,1.394325,36.400000000000006,47.65221489777373,0.5
78,4,1.09485,42.0,20.0,0.5
79,4,1.09485,42.0,20.0,0.5
80,4,1.09485,42.0,20.0,0.5
81,4,1.285425,54.88,58.097278612864585,0.5
82,4,1.09485,42.0,20.0,0.5
83,4,1.176525,39.2,20.0,0.5
84,4,1.285425,54.88,58.097278612864585,0.5
85,4,1.285425,33.6,0.0,0.5
86,4,1.394325,36.400000000000006,47.22268925257505,0.5
87,4,1.09485,42.0,20.0,0.5
88,4,1.53045,33.6,52.79970386974671,0.5
89,4,1.09485,44.8,20.0,0.5
90,4,1.176525,39.2,20.0,0.5
91,4,1.09485,44.8,20.0,0.5
92,4,1.285425,30.8,0.0,0.5
93,4,1.09485,42.0,20.0,0.5
94,4,1.176525,39.2,20.0,0.5
95,4,1.09485,42.0,20.0,0.5
96,4,1.53045,33.6,54.48817790356835,0.5
97,4,1.09485,42.0,20.0,0.5
98,4,1.394325,36.400000000000006,47.65221489777373,0.5
99,4,1.09485,44.8,20.0,0.5
100,4,1.285425,30.8,0.0,0.5
1,5,1.53045,33.6,55.25325773916653,0.5
2,5,1.394325,36.400000000000006,46.03031645516531,0.5
3,5,1.176525,39.2,20.0,0.5
4,5,1.394325,36.400000000000006,47.65221489777373,0.5
5,5,1.176525,39.2,20.0,0.5
6,5,1.176525,39.2,20.0,0.5
7,5,1.09485,44.8,20.0,0.5
8,5,1.31265,33.6,24.086995703116592,0.5
9,5,1.176525,39.2,20.0,0.5
10,5,1.09485,42.0,20.0,0.5
11,5,1.394325,36.400000000000006,50.377008576535985,0.5
12,5,1.176525,39.2,20.0,0.5
13,5,1.285425,30.8,0.0,0.5
14,5,1.394325,36.400000000000006,47.65221489777373,0.5
15,5,1.09485,44.8,20.0,0.5
16,5,1.394325,36.400000000000006,49.68356094695563,0.5
17,5,1.285425,33.6,0.0,0.5
18,5,1.176525,39.2,20.0,0.5
19,5,1.09485,42.0,20.0,0.5
20,5,1.285425,30.8,0.0,0.5
21,5,1.09485,42.0,20.0,0.5
22,5,1.394325,39.2,44.52881764155847,0.5
23,5,1.53045,33.6,55.25325773916653,0.5
24,5,1.394325,39.2,43.12617075039746,0.5
25,5,1.09485,44.8,20.0,0.5
26,5,1.09485,42.0,20.0,0.5
27,5,1.09485,44.8,20.0,0.5
28,5,1.53045,33.6,54.11340331190788,0.5
29,5,1.176525,39.2,20.0,0.5
30,5,1.09485,42.0,20.0,0.5
31,5,1.721025,54.88,112.10620431578624,0.5
32,5,1.09485,44.8,20.0,0.5
33,5,1.394325,30.8,36.8,0.5
34,5,1.394325,36.400000000000006,47.22268925257505,0.5
35,5,1.53045,33.6,51.5416781267746,0.5
36,5,1.285425,30.8,0.0,0.5
37,5,1.285425,30.8,0.0,0.5
38,5,1.1493,54.88,35.19738655094467,0.5
39,5,1.721025,54.88,112.10620431578624,0.5
40,5,1.09485,42.0,20.0,0.5
41,5,1.394325,30.8,36.8,0.5
42,5,1.53045,30.8,59.88354440077348,0.5
43,5,1.285425,30.8,0.0,0.5
44,5,1.09485,44.8,20.0,0.5
45,5,1.09485,42.0,20.0,0.5
46,5,1.285425,30.8,0.0,0.5
47,5,1.721025,30.8,60.8,0.5
48,5,1.53045,33.6,52.61026652246814,0.5
49,5,1.285425,30.8,0.0,0.5
50,5,1.285425,30.8,0.0,0.5
51,5,1.09485,44.8,20.0,0.5
52,5,1.31265,33.6,24.086995703116592,0.5
53,5,1.09485,44.8,20.0,0.5
54,5,1.09485,42.0,20.0,0.5
55,5,1.285425,30.8,0.0,0.5
56,5,1.53045,33.6,54.11340331190788,0.5
57,5,1.285425,30.8,0.0,0.5
58,5,1.285425,30.8,0.0,0.5
59,5,1.09485,42.0,20.0,0.5
60,5,1.285425,30.8,0.0,0.5
61,5,1.285425,33.6,0.0,0.5
62,5,1.09485,42.0,20.0,0.5
63,5,1.53045,33.6,55.25325773916653,0.5
64,5,1.285425,30.8,0.0,0.5
65,5,1.176525,39.2,20.0,0.5
66,5,1.53045,33.6,54.11340331190788,0.5
67,5,1.09485,42.0,20.0,0.5
68,5,1.394325,36.400000000000006,50.377008576535985,0.5
69,5,1.285425,30.8,0.0,0.5
70,5,1.09485,42.0,20.0,0.5
71,5,1.09485,42.0,20.0,0.5
72,5,1.53045,33.6,54.48817790356835,0.5
73,5,1.53045,33.6,51.64570498521573,0.5
74,5,1.09485,44.8,20.0,0.5
75,5,1.09485,42.0,20.0,0.5
76,5,1.09485,42.0,20.0,0.5
77,5,1.394325,36.400000000000006,47.65221489777373,0.5
78,5,1.09485,42.0,20.0,0.5
79,5,1.09485,42.0,20.0,0.5
80,5,1.09485,42.0,20.0,0.5
81,5,1.285425,54.88,58.097278612864585,0.5
82,5,1.09485,42.0,20.0,0.5
83,5,1.176525,39.2,20.0,0.5
84,5,1.285425,54.88,58.097278612864585,0.5
85,5,1.285425,33.6,0.0,0.5
86,5,1.394325,36.400000000000006,47.22268925257505,0.5
87,5,1.09485,42.0,20.0,0.5
88,5,1.53045,33.6,52.79970386974671,0.5
89,5,1.09485,44.8,20.0,0.5
90,5,1.176525,39.2,20.0,0.5
91,5,1.09485,44.8,20.0,0.5
92,5,1.285425,30.8,0.0,0.5
93,5,1.09485,42.0,20.0,0.5
94,5,1.176525,39.2,20.0,0.5
95,5,1.09485,42.0,20.0,0.5
96,5,1.53045,33.6,54.48817790356835,0.5
97,5,1.09485,42.0,20.0,0.5
98,5,1.394325,36.400000000000006,47.65221489777373,0.5
99,5,1.09485,44.8,20.0,0.5
100,5,1.285425,30.8,0.0,0.5
1,6,1.53045,33.6,55.25325773916653,0.5
2,6,1.394325,36.400000000000006,46.03031645516531,0.5
3,6,1.176525,39.2,20.0,0.5
4,6,1.394325,36.400000000000006,47.65221489777373,0.5
5,6,1.176525,39.2,20.0,0.5
6,6,1.176525,39.2,20.0,0.5
7,6,1.09485,44.8,20.0,0.5
8,6,1.31265,33.6,24.086995703116592,0.5
9,6,1.176525,39.2,20.0,0.5
10,6,1.09485,42.0,20.0,0.5
11,6,1.394325,36.400000000000006,50.377008576535985,0.5
12,6,1.176525,39.2,20.0,0.5
13,6,1.285425,30.8,0.0,0.5
14,6,1.394325,36.400000000000006,47.65221489777373,0.5
